aX,aY,aZ,gX,gY,gZ
-0.107,0.126,0.174,-66.406,-92.285,-39.490
-0.057,0.130,0.003,-64.514,-85.083,-44.128
0.012,0.134,-0.143,-56.396,-75.500,-45.959
0.092,0.165,-0.249,-45.105,-64.697,-45.593
0.150,0.196,-0.336,-32.837,-51.697,-42.908
0.197,0.205,-0.390,-19.409,-35.278,-37.537
0.220,0.225,-0.416,-6.165,-15.869,-29.419
0.220,0.242,-0.394,7.751,7.324,-20.386
0.233,0.234,-0.315,21.729,34.485,-12.939
0.253,0.250,-0.246,32.227,60.669,-6.287
0.272,0.253,-0.163,42.297,82.092,1.587
0.303,0.247,-0.071,52.917,99.365,11.719
0.321,0.255,0.053,61.951,112.976,22.583
0.335,0.270,0.193,68.848,123.169,32.227
0.331,0.254,0.309,74.951,129.883,42.419
0.309,0.214,0.441,81.055,133.118,54.932
0.273,0.183,0.587,86.060,136.353,67.139
0.243,0.141,0.746,91.125,140.198,76.721
0.221,0.096,0.914,98.267,141.174,86.243
0.149,0.077,1.151,109.314,136.597,96.436
-0.033,0.017,1.487,123.352,125.488,108.398
-0.318,-0.034,1.879,132.019,110.840,117.981
-0.625,-0.079,2.245,130.188,95.581,118.958
-0.872,-0.121,2.534,117.310,83.618,109.741
-1.006,-0.131,2.728,94.543,73.303,91.858
-1.026,-0.137,2.818,66.467,62.256,68.298
-0.960,-0.139,2.800,36.011,48.828,43.945
-0.883,-0.136,2.692,9.033,31.860,23.376
-0.797,-0.172,2.547,-10.559,12.634,6.226
-0.728,-0.207,2.360,-23.804,-5.981,-7.324
-0.674,-0.244,2.181,-31.128,-22.644,-19.531
-0.574,-0.273,2.033,-33.508,-35.461,-31.921
-0.443,-0.245,1.848,-36.072,-46.936,-42.847
-0.265,-0.230,1.719,-37.476,-57.739,-51.575
-0.088,-0.175,1.586,-40.527,-71.899,-56.091
0.101,-0.079,1.486,-46.326,-90.820,-51.758
0.116,0.011,1.401,-52.612,-117.371,-38.391
-0.035,0.046,1.337,-59.387,-140.015,-25.024
-0.108,0.059,1.251,-66.467,-145.020,-25.757
-0.145,0.052,1.075,-77.148,-141.174,-34.912
-0.132,0.040,0.881,-83.984,-135.498,-45.166
-0.041,0.045,0.715,-86.121,-130.249,-54.443
-0.002,0.070,0.533,-86.731,-128.723,-59.509
0.019,0.093,0.363,-83.984,-127.197,-59.753
0.083,0.118,0.222,-76.843,-121.277,-58.594
0.141,0.161,0.097,-69.031,-112.732,-55.420
0.191,0.196,-0.012,-61.890,-101.807,-50.903
0.239,0.233,-0.128,-56.396,-87.830,-45.959
0.302,0.269,-0.252,-52.124,-69.397,-40.649
0.347,0.295,-0.379,-47.546,-47.546,-34.058
0.356,0.288,-0.503,-41.626,-23.682,-25.818
0.316,0.242,-0.614,-32.349,1.099,-15.320
0.252,0.190,-0.678,-20.569,28.198,-4.944
0.218,0.151,-0.690,-6.409,58.044,1.892
0.219,0.113,-0.683,9.888,87.463,6.775
0.202,0.068,-0.603,27.954,113.708,12.878
0.233,0.051,-0.462,46.387,137.024,16.846
0.326,0.065,-0.277,62.988,154.846,18.921
0.437,0.113,-0.042,81.360,161.194,26.245
0.439,0.106,0.213,101.868,151.550,45.044
0.331,0.049,0.525,119.995,133.179,68.542
0.207,0.018,0.823,129.456,117.615,87.402
0.063,-0.051,1.109,133.179,110.718,100.098
-0.023,-0.088,1.436,134.155,114.563,106.628
-0.114,-0.076,1.826,133.606,123.169,106.873
-0.263,-0.076,2.282,132.751,126.465,102.905
-0.489,-0.079,2.730,126.953,116.089,99.060
-0.822,-0.112,3.075,112.183,91.125,94.788
-1.113,-0.111,3.311,89.355,60.120,83.801
-1.289,-0.133,3.405,60.425,31.372,61.768
-1.263,-0.152,3.347,27.222,8.362,32.104
-1.048,-0.145,3.156,-4.456,-10.681,1.404
-0.826,-0.160,2.903,-29.236,-28.992,-23.926
-0.592,-0.169,2.637,-46.631,-44.678,-43.640
-0.365,-0.188,2.363,-59.265,-54.626,-59.143
-0.186,-0.197,2.054,-69.519,-63.049,-68.970
-0.019,-0.188,1.783,-74.951,-71.106,-73.425
0.147,-0.134,1.535,-76.965,-79.468,-74.585
0.336,-0.122,1.349,-77.881,-91.370,-69.153
0.462,-0.018,1.188,-82.153,-117.554,-52.856
0.293,0.132,1.039,-85.999,-151.245,-27.344
0.138,0.133,1.013,-80.078,-163.635,-14.465
-0.002,0.141,0.880,-85.999,-159.607,-18.311
-0.060,0.150,0.659,-97.839,-147.034,-27.893
-0.007,0.124,0.436,-103.577,-131.409,-37.292
0.057,0.116,0.206,-105.896,-121.399,-42.603
0.119,0.128,-0.014,-104.675,-114.746,-43.030
0.170,0.141,-0.222,-98.755,-105.957,-41.016
0.218,0.154,-0.400,-89.111,-92.590,-37.781
0.251,0.173,-0.531,-76.416,-75.500,-33.203
0.250,0.181,-0.615,-61.523,-56.458,-26.855
0.220,0.164,-0.673,-46.448,-34.546,-19.653
0.171,0.114,-0.736,-33.386,-10.376,-13.245
0.123,0.072,-0.773,-22.339,16.235,-9.277
0.137,0.041,-0.818,-12.024,45.349,-8.118
0.167,0.020,-0.803,2.136,72.632,-5.981
0.190,0.002,-0.717,20.996,95.276,-1.648
0.229,0.010,-0.583,40.894,113.525,3.174
0.284,0.025,-0.424,61.646,125.183,8.789
0.330,0.040,-0.204,85.510,126.587,19.226
0.268,0.007,0.048,109.253,116.638,36.072
0.161,-0.037,0.327,125.244,104.126,52.795
0.098,-0.039,0.557,131.348,98.022,63.049
0.079,-0.081,0.738,135.254,99.670,67.932
0.067,-0.146,0.910,142.334,103.821,71.594
0.092,-0.212,1.082,154.968,106.567,76.965
0.105,-0.246,1.387,175.537,105.042,86.426
-0.023,-0.274,1.876,199.097,98.267,99.426
-0.264,-0.253,2.520,212.830,88.745,111.328
-0.596,-0.228,3.120,204.529,78.979,112.610
-0.923,-0.185,3.564,170.410,68.909,99.609
-1.192,-0.170,3.816,119.385,57.556,74.463
-1.239,-0.135,3.850,59.875,45.044,39.246
-1.108,-0.120,3.632,1.221,27.710,1.099
-0.869,-0.139,3.281,-45.044,4.761,-28.992
-0.626,-0.178,2.871,-76.843,-18.738,-48.218
-0.373,-0.212,2.455,-95.215,-38.208,-61.157
-0.120,-0.210,2.035,-104.797,-51.392,-69.885
0.058,-0.173,1.658,-104.797,-61.096,-72.205
0.237,-0.116,1.399,-96.558,-68.359,-68.726
0.346,-0.060,1.224,-85.938,-77.515,-59.204
0.622,0.052,1.250,-80.139,-95.642,-44.983
0.389,0.254,1.118,-86.487,-131.531,-14.587
0.219,0.232,1.235,-81.238,-148.926,5.493
0.005,0.235,1.183,-91.614,-146.973,1.099
-0.097,0.186,1.001,-113.586,-133.972,-11.230
-0.064,0.135,0.743,-129.395,-116.028,-23.560
-0.027,0.100,0.498,-138.306,-103.577,-32.593
-0.038,0.070,0.293,-139.526,-98.389,-36.316
-0.052,0.024,0.087,-134.888,-97.717,-35.706
-0.023,-0.010,-0.136,-126.831,-98.633,-32.654
0.023,-0.009,-0.332,-115.479,-98.755,-29.236
0.081,-0.002,-0.527,-101.563,-94.177,-26.733
0.161,0.006,-0.697,-85.022,-82.275,-24.536
0.244,0.029,-0.845,-66.711,-64.819,-20.447
0.301,0.041,-0.944,-45.837,-43.762,-13.489
0.312,0.015,-1.020,-23.071,-19.470,-4.578
0.279,-0.025,-1.017,0.549,7.996,5.066
0.214,-0.061,-0.913,22.827,40.161,13.489
0.215,-0.042,-0.757,42.053,75.562,17.029
0.272,0.014,-0.572,60.181,105.835,18.250
0.287,0.019,-0.340,81.177,122.009,23.682
0.229,0.006,-0.062,101.929,123.108,36.316
0.132,-0.024,0.218,117.493,117.676,50.598
0.042,-0.024,0.500,125.977,112.610,59.753
0.011,-0.028,0.760,131.226,112.427,64.026
0.012,-0.016,1.064,138.550,114.136,66.650
-0.033,0.021,1.469,147.644,112.488,70.313
-0.140,0.031,1.932,154.785,107.605,74.890
-0.370,0.048,2.450,153.687,99.060,78.613
-0.657,0.057,2.940,140.259,89.050,75.867
-0.881,0.055,3.279,112.488,78.918,63.721
-0.981,0.049,3.412,74.524,64.880,43.579
-0.964,0.023,3.337,33.691,44.556,21.545
-0.871,-0.001,3.146,0.610,19.348,2.869
-0.789,-0.051,2.923,-21.240,-7.751,-10.254
-0.689,-0.097,2.682,-35.400,-32.349,-21.729
-0.598,-0.135,2.445,-45.532,-51.697,-32.593
-0.451,-0.144,2.195,-52.490,-64.819,-44.312
-0.277,-0.145,1.931,-57.556,-73.853,-53.589
-0.108,-0.138,1.685,-59.570,-82.092,-58.655
0.025,-0.098,1.479,-60.303,-91.370,-59.265
0.140,-0.030,1.316,-61.768,-101.379,-55.420
0.196,0.039,1.191,-64.880,-115.234,-46.143
0.126,0.099,1.101,-69.885,-130.493,-35.400
0.026,0.123,1.016,-78.186,-141.357,-28.687
-0.050,0.134,0.895,-89.905,-144.836,-27.893
-0.097,0.121,0.707,-101.624,-143.738,-30.762
-0.082,0.092,0.470,-108.826,-139.587,-35.706
0.015,0.068,0.220,-110.596,-133.423,-40.771
0.089,0.100,-0.081,-108.337,-127.930,-44.067
0.196,0.122,-0.318,-97.656,-116.028,-44.922
0.303,0.160,-0.463,-80.872,-100.891,-42.419
0.346,0.218,-0.568,-64.636,-88.684,-35.522
0.330,0.268,-0.641,-46.753,-75.562,-23.010
0.289,0.260,-0.682,-25.391,-56.641,-9.338
0.232,0.218,-0.708,-6.592,-32.837,0.366
0.168,0.180,-0.697,7.263,-6.470,7.080
0.130,0.153,-0.656,17.578,22.400,11.047
0.125,0.152,-0.587,25.757,54.138,12.634
0.157,0.158,-0.494,34.607,84.045,14.099
0.170,0.159,-0.378,45.837,107.361,18.066
0.162,0.158,-0.178,60.181,122.864,23.804
0.120,0.154,0.067,72.571,131.165,30.029
0.058,0.130,0.302,79.346,132.874,36.499
-0.005,0.096,0.482,81.604,130.249,42.603
-0.059,0.056,0.640,83.862,126.892,47.913
-0.084,0.023,0.813,88.989,125.916,52.002
-0.051,0.015,1.034,97.656,126.343,54.077
-0.061,0.023,1.316,110.229,122.681,56.946
-0.182,-0.007,1.698,126.404,110.474,63.843
-0.427,-0.039,2.154,139.038,93.384,71.777
-0.672,-0.048,2.608,138.489,78.674,73.303
-0.862,-0.034,2.967,121.887,67.627,65.308
-0.965,-0.023,3.166,93.140,56.885,47.974
-0.974,-0.036,3.184,57.373,42.542,27.466
-0.912,-0.045,3.066,22.888,22.888,9.033
-0.841,-0.056,2.893,-4.272,-1.282,-5.188
-0.774,-0.092,2.682,-23.682,-25.696,-17.700
-0.711,-0.106,2.471,-38.574,-45.288,-31.494
-0.562,-0.121,2.260,-49.011,-57.495,-47.119
-0.393,-0.118,2.015,-58.044,-67.688,-59.326
-0.221,-0.098,1.761,-65.430,-75.684,-67.932
-0.027,-0.058,1.543,-70.679,-79.407,-73.730
0.159,0.003,1.345,-76.111,-83.740,-72.998
0.287,0.076,1.178,-82.336,-93.933,-62.744
0.276,0.172,1.059,-88.928,-109.436,-47.363
0.196,0.216,0.988,-94.971,-123.047,-34.790
0.056,0.245,0.864,-103.394,-129.944,-26.917
-0.039,0.246,0.724,-111.328,-127.197,-26.306
-0.048,0.221,0.574,-117.432,-116.577,-31.433
-0.029,0.197,0.396,-123.230,-106.628,-37.109
0.000,0.222,0.151,-127.258,-97.778,-40.100
0.101,0.213,-0.038,-122.131,-82.336,-40.527
0.201,0.202,-0.198,-115.112,-66.833,-39.490
0.260,0.208,-0.384,-111.877,-56.030,-36.621
0.271,0.229,-0.602,-107.056,-45.715,-29.358
0.250,0.221,-0.777,-93.140,-30.457,-18.555
0.186,0.173,-0.879,-71.655,-8.423,-8.179
0.135,0.115,-0.896,-48.950,20.020,-1.282
0.113,0.096,-0.877,-29.297,51.941,2.930
0.156,0.088,-0.844,-7.385,79.163,6.897
0.137,0.055,-0.724,20.203,94.727,14.099
0.080,0.014,-0.550,49.561,100.342,23.132
0.029,0.009,-0.341,73.730,101.746,31.250
-0.005,0.036,-0.069,93.750,102.234,37.048
-0.038,0.032,0.203,107.605,103.699,40.588
-0.036,0.033,0.430,111.023,107.300,41.687
0.039,0.047,0.570,108.521,114.075,40.405
0.104,0.048,0.721,110.718,119.385,41.138
0.112,0.029,0.940,124.084,119.690,46.570
0.090,0.022,1.270,146.240,113.220,57.922
-0.082,0.058,1.807,172.607,97.656,73.364
-0.424,0.089,2.504,193.542,78.369,85.571
-0.782,0.128,3.154,190.674,65.247,86.182
-0.990,0.195,3.575,157.715,57.983,71.838
-1.046,0.247,3.765,106.567,50.232,46.204
-0.979,0.243,3.703,49.622,35.706,18.311
-0.864,0.223,3.444,-3.479,12.329,-4.578
-0.796,0.142,3.116,-42.725,-15.076,-20.508
-0.673,0.057,2.758,-69.214,-38.452,-35.034
-0.475,0.013,2.407,-86.304,-53.894,-48.340
-0.232,-0.006,2.055,-95.154,-62.134,-58.044
-0.017,0.010,1.719,-99.243,-68.542,-62.012
0.132,0.047,1.426,-99.121,-75.745,-59.875
0.227,0.110,1.214,-94.971,-83.862,-51.514
0.308,0.148,1.074,-89.661,-93.018,-38.025
0.340,0.193,1.011,-89.417,-107.117,-22.705
0.208,0.275,0.893,-97.778,-124.878,-6.287
0.060,0.286,0.798,-104.187,-129.456,2.747
-0.021,0.240,0.687,-112.244,-119.995,-0.366
-0.068,0.196,0.488,-125.916,-107.910,-7.874
-0.061,0.152,0.185,-138.000,-98.083,-13.855
-0.025,0.102,-0.133,-139.648,-90.393,-17.456
0.026,0.043,-0.428,-130.920,-84.717,-18.738
0.086,0.014,-0.735,-116.150,-78.552,-17.639
0.181,-0.000,-0.993,-94.543,-66.772,-15.564
0.262,0.002,-1.154,-66.833,-50.659,-11.230
0.294,-0.009,-1.254,-36.377,-32.410,-3.479
0.273,-0.051,-1.290,-6.287,-11.230,5.920
0.184,-0.118,-1.253,22.095,15.015,14.099
0.135,-0.162,-1.127,48.035,47.729,17.151
0.173,-0.129,-0.908,71.228,82.214,17.151
0.214,-0.060,-0.570,94.727,108.765,18.311
0.192,-0.048,-0.227,115.479,120.422,23.437
0.091,-0.064,0.101,127.808,120.728,31.738
0.021,-0.067,0.422,131.042,120.483,37.231
0.008,-0.047,0.649,128.479,122.437,37.720
0.012,-0.037,0.871,129.761,124.146,39.612
0.050,-0.031,1.162,139.282,123.291,44.067
0.031,0.045,1.607,154.053,118.042,51.697
-0.120,0.151,2.254,169.373,107.666,62.317
-0.394,0.222,2.953,173.706,95.154,69.580
-0.689,0.281,3.521,154.724,80.566,66.772
-0.962,0.327,3.861,114.624,62.073,53.223
-1.089,0.348,3.960,62.622,42.664,30.090
-1.050,0.325,3.822,9.766,23.010,3.662
-0.880,0.280,3.481,-35.034,1.465,-19.836
-0.681,0.225,3.105,-66.589,-22.644,-37.537
-0.468,0.177,2.754,-84.595,-45.715,-48.218
-0.324,0.124,2.373,-95.093,-64.148,-53.711
-0.158,0.104,2.001,-100.830,-73.853,-59.937
0.002,0.083,1.674,-102.661,-78.552,-62.500
0.095,0.104,1.390,-101.318,-84.473,-62.012
0.189,0.120,1.170,-98.267,-91.064,-56.763
0.241,0.164,0.991,-95.520,-100.464,-47.058
0.241,0.186,0.882,-94.666,-113.586,-34.058
0.092,0.220,0.767,-98.999,-128.113,-21.301
-0.004,0.185,0.674,-106.506,-134.766,-15.808
-0.134,0.178,0.417,-118.835,-135.559,-16.602
-0.104,0.091,0.169,-126.221,-127.502,-23.315
-0.043,0.051,-0.179,-131.165,-118.530,-31.982
0.075,-0.002,-0.497,-129.700,-112.061,-35.706
0.189,0.001,-0.815,-118.286,-107.849,-34.668
0.244,0.020,-1.087,-97.595,-101.624,-29.114
0.281,0.018,-1.270,-65.369,-84.106,-20.691
0.320,0.001,-1.360,-28.748,-56.519,-12.329
0.300,-0.029,-1.351,6.409,-27.649,-3.235
0.216,-0.096,-1.295,36.804,-0.793,7.080
0.141,-0.126,-1.140,61.157,28.687,13.794
0.123,-0.093,-0.941,79.224,62.866,13.306
0.215,-0.076,-0.728,93.628,96.069,8.850
0.262,-0.033,-0.470,107.300,115.295,9.949
0.247,0.010,-0.190,118.530,121.094,16.968
0.225,0.013,0.093,125.977,123.840,25.024
0.220,0.029,0.338,126.892,127.258,30.945
0.266,0.062,0.547,125.549,133.118,35.095
0.327,0.085,0.771,129.944,138.123,40.222
0.350,0.115,1.103,142.761,136.841,49.500
0.288,0.159,1.602,160.522,128.357,64.209
0.068,0.220,2.220,174.927,114.502,81.909
-0.303,0.259,2.854,177.429,98.511,95.703
-0.745,0.244,3.398,162.781,84.534,98.816
-1.114,0.230,3.729,128.601,73.425,85.571
-1.267,0.210,3.826,82.520,62.683,57.129
-1.171,0.226,3.740,35.889,47.852,23.621
-0.963,0.225,3.562,-0.854,24.719,-2.441
-0.798,0.193,3.329,-27.649,-5.127,-16.907
-0.661,0.145,3.043,-49.500,-34.058,-26.001
-0.495,0.102,2.729,-67.627,-55.176,-35.156
-0.414,0.071,2.378,-81.299,-67.871,-44.006
-0.237,0.049,2.044,-90.088,-69.885,-56.824
-0.067,0.002,1.677,-97.717,-68.542,-65.857
0.106,0.026,1.345,-103.210,-71.960,-69.641
0.273,0.081,1.062,-106.323,-78.369,-65.674
0.423,0.125,0.850,-107.483,-88.806,-53.528
0.477,0.180,0.694,-112.183,-106.567,-35.706
0.334,0.240,0.492,-120.667,-126.099,-16.174
0.126,0.237,0.305,-122.925,-129.944,-4.822
0.031,0.159,0.088,-122.253,-116.150,-6.836
0.038,0.112,-0.182,-123.413,-98.694,-14.587
0.088,0.110,-0.476,-120.483,-86.060,-19.470
0.152,0.109,-0.672,-105.713,-76.233,-18.433
0.175,0.138,-0.819,-83.191,-68.237,-13.245
0.190,0.150,-0.908,-56.458,-55.481,-6.409
0.223,0.140,-0.913,-28.198,-35.522,-0.305
0.234,0.120,-0.897,-6.042,-12.634,5.005
0.234,0.114,-0.837,9.521,11.169,9.766
0.210,0.141,-0.722,22.766,37.659,13.672
0.216,0.148,-0.575,33.936,66.833,15.198
0.191,0.134,-0.420,41.748,95.093,16.418
0.225,0.175,-0.210,47.180,120.239,15.015
0.277,0.214,0.031,51.575,135.803,15.442
0.200,0.235,0.310,55.664,135.437,22.827
0.081,0.213,0.559,55.237,128.662,32.227
0.011,0.212,0.724,49.072,127.014,36.011
0.003,0.188,0.822,45.227,129.517,35.767
0.039,0.157,0.913,51.514,130.005,36.621
0.071,0.169,1.095,70.679,123.352,42.175
-0.005,0.183,1.474,101.868,107.178,52.185
-0.170,0.194,2.022,133.301,85.449,64.331
-0.420,0.270,2.653,150.696,64.453,73.669
-0.663,0.329,3.230,147.461,48.279,73.364
-0.860,0.362,3.593,119.995,33.936,62.073
-0.949,0.357,3.696,75.073,18.250,42.542
-0.893,0.322,3.566,24.048,2.197,18.982
-0.771,0.236,3.225,-21.790,-14.709,-2.441
-0.671,0.129,2.845,-54.993,-34.302,-19.775
-0.537,0.040,2.465,-75.195,-50.110,-36.133
-0.320,-0.028,2.067,-86.853,-60.120,-49.500
-0.091,-0.058,1.689,-91.675,-70.313,-57.251
0.072,-0.035,1.356,-90.454,-82.336,-58.411
0.200,0.006,1.112,-83.435,-94.299,-54.504
0.279,0.068,0.945,-74.890,-106.934,-45.349
0.290,0.142,0.848,-68.420,-121.887,-32.654
0.172,0.220,0.756,-64.941,-135.986,-19.958
0.041,0.222,0.699,-63.049,-142.578,-13.123
-0.062,0.249,0.587,-65.918,-142.883,-13.855
-0.105,0.245,0.475,-69.641,-139.832,-17.944
-0.094,0.235,0.329,-71.411,-136.780,-22.522
-0.053,0.248,0.146,-73.547,-134.399,-26.001
0.024,0.246,-0.047,-71.899,-127.380,-29.968
0.122,0.263,-0.255,-68.542,-115.417,-34.241
0.240,0.271,-0.474,-63.110,-98.938,-35.767
0.350,0.274,-0.703,-54.382,-78.613,-32.471
0.402,0.263,-0.915,-42.297,-57.007,-25.085
0.394,0.230,-1.071,-24.109,-34.058,-15.198
0.321,0.164,-1.137,0.488,-8.850,-4.089
0.204,0.078,-1.125,26.367,17.395,5.981
0.159,0.039,-1.036,52.795,45.471,12.329
0.156,0.015,-0.904,79.590,71.228,16.541
0.138,-0.027,-0.697,106.689,90.088,23.193
0.137,-0.019,-0.398,130.188,107.483,30.212
0.217,0.034,-0.101,146.118,125.488,32.898
0.287,0.036,0.114,157.654,136.658,36.133
0.290,0.010,0.348,170.654,135.742,46.692
0.261,-0.039,0.611,184.814,127.686,60.974
0.217,-0.046,0.897,196.228,118.652,74.463
0.158,-0.056,1.239,207.520,110.596,86.548
0.036,-0.074,1.706,217.346,102.173,98.267
-0.175,-0.068,2.266,217.224,94.421,106.812
-0.415,-0.012,2.793,200.256,89.294,106.750
-0.721,-0.018,3.203,167.664,84.106,97.412
-0.953,-0.036,3.445,125.305,75.867,78.003
-1.072,-0.051,3.506,77.148,61.523,51.270
-1.061,-0.078,3.436,31.494,41.260,23.315
-0.943,-0.096,3.234,-6.836,16.541,-0.854
-0.817,-0.138,2.991,-35.645,-9.521,-19.653
-0.661,-0.148,2.737,-57.007,-31.799,-35.950
-0.530,-0.136,2.455,-74.219,-47.058,-50.049
-0.395,-0.155,2.189,-85.754,-54.565,-63.477
-0.237,-0.169,1.876,-93.811,-54.810,-76.233
-0.079,-0.155,1.579,-98.145,-57.556,-82.153
0.021,-0.110,1.326,-98.877,-66.956,-81.543
0.131,-0.068,1.133,-95.337,-79.956,-73.914
0.184,-0.000,0.974,-92.468,-98.328,-60.425
0.152,0.063,0.844,-91.064,-118.164,-45.898
0.084,0.109,0.727,-90.820,-131.592,-35.645
0.063,0.126,0.594,-91.919,-136.230,-31.738
0.049,0.158,0.404,-94.116,-136.841,-30.701
0.065,0.166,0.193,-92.896,-131.958,-31.494
0.147,0.177,-0.011,-88.562,-122.070,-34.241
0.186,0.226,-0.281,-83.862,-109.375,-35.767
0.285,0.241,-0.494,-71.106,-89.050,-34.607
0.383,0.240,-0.625,-52.429,-66.345,-29.419
0.401,0.241,-0.731,-34.546,-48.157,-20.447
0.330,0.222,-0.819,-16.541,-29.358,-8.118
0.280,0.197,-0.825,4.456,-2.136,2.502
0.273,0.172,-0.794,25.391,30.945,8.667
0.280,0.130,-0.755,45.776,61.951,13.062
0.252,0.077,-0.659,66.650,86.548,19.348
0.240,0.049,-0.486,86.243,107.910,25.391
0.281,0.093,-0.233,101.929,127.686,27.893
0.319,0.107,-0.018,113.953,140.869,30.823
0.265,0.083,0.165,123.047,143.677,38.635
0.201,0.041,0.385,128.784,144.348,45.959
0.162,-0.019,0.554,125.854,150.024,47.363
0.171,-0.082,0.657,115.906,158.630,45.959
0.319,-0.069,0.749,109.619,166.931,44.067
0.482,-0.023,0.981,118.713,163.879,49.683
0.467,-0.069,1.450,142.517,139.709,69.336
0.235,-0.093,2.054,161.133,99.854,95.764
-0.203,-0.107,2.640,160.706,58.044,119.202
-0.731,-0.133,3.190,140.503,33.386,126.831
